code,url,product_name,brands_tags,stores,owner,labels_tags,nutriscore_score,nutriscore_grade,quantity,fat_100g,saturated_fat_100g,sugars_100g,proteins_100g,carbohydrates_100g,energy_100g,salt_100g,sodium_100g,computed_energy_100g,organic,level_salt,level_saturated_fat,level_sugars,level_fat,vegan,vegetarian,palm_oil
75450199659,http://world-en.openfoodfacts.org/product/0075450199659/ancient-grain-pizza-with-cheese-and-mushrooms,Ancient grain pizza with cheese and mushrooms,,,,,-2,a,,12.39,3.1,1.77,9.73,20.35,1000,0.885,0.354,969.79,,m,m,l,m,f,f,t
868898000317,http://world-en.openfoodfacts.org/product/0868898000317/artisan-crust-classic-margherita,Artisan crust classic margherita,,,,,1,b,,5.03,2.01,1.68,7.38,28.86,828,0.8475,0.339,802.19,,m,m,l,m,f,,f
71921626105,http://world-en.openfoodfacts.org/product/0071921626105/artisan-style-melts-chicken-bruschetta,"Artisan style melts, chicken bruschetta",,,,,1,b,,10.17,2.12,2.54,9.32,34.75,1100,0.8475,0.339,1125.48,,m,m,l,m,f,f,
643130400144,http://world-en.openfoodfacts.org/product/0643130400144/authentic-chicago-deep-dish-pizza,Authentic chicago deep dish pizza,,,,,1,b,,8.09,2.94,0.74,10.29,21.32,833,0.57,0.228,836.7,,m,m,l,m,f,,
811606012300,http://world-en.openfoodfacts.org/product/0811606012300/authentic-handmade-woodfired-pizza,Authentic handmade woodfired pizza,,,,,-2,a,,10.62,3.54,2.65,8.85,20.35,887,0.73,0.292,889.34,,m,m,l,m,f,f,
11150195065,http://world-en.openfoodfacts.org/product/0011150195065/authentic-italian-thin-crust-pizza,Authentic italian thin crust pizza,,,,,2,b,,9.95,3.32,1.9,8.06,25.59,971,1.2925,0.517,940.2,,m,m,l,m,f,,f
643130311006,http://world-en.openfoodfacts.org/product/0643130311006/authentic-spinach-chicago-deep-dish-pizza-authentic-spinach-gino-s-east-of-chicago,"Authentic spinach chicago deep dish pizza, authentic spinach",gino-s-east-of-chicago,,,,1,b,,9.93,3.97,1.32,9.93,18.54,858,0.48,0.192,851.4,,m,m,l,m,f,,
688267029233,http://world-en.openfoodfacts.org/product/0688267029233/bagel-snackers,Bagel snackers,,,,,1,b,,5.11,2.84,4.55,11.36,30.68,858,0.965,0.386,903.75,,m,m,l,m,f,,f
688267028960,http://world-en.openfoodfacts.org/product/0688267028960/bagel-snackers-pepperoni,"Bagel snackers, pepperoni",,,,,1,b,,6.82,2.84,3.41,11.36,30.68,904,1.1925,0.477,967.02,,m,m,l,m,f,f,f
77890174104,http://world-en.openfoodfacts.org/product/0077890174104/bake-rise-pizza,Bake & rise pizza,,,,,2,b,,5.37,2.01,3.36,7.38,28.86,816,1.2075,0.483,814.77,,m,m,l,m,f,,f
28989100139,http://world-en.openfoodfacts.org/product/0028989100139/black-beans-tomatoes-fire-roasted-corn-and-cheese-with-a-spicy-baja-chile-sauce-on-a-traditional-crust-made-with-whole-grain-one-single-serve-veggie-pizza-baja-black-bean,"Black beans, tomatoes, fire-roasted corn and cheese with a spicy baja chile sauce on a traditional crust made with whole grain one single serve veggie pizza, baja black bean",,,,,0,b,,8.12,2.5,1.88,10.0,34.38,996,1.155,0.462,1054.9,,m,m,l,m,,,
